N & Nw & Nr & real time & user time & system time
5 &5 & 1 & 78.539  & 77.641 & 12.707
5 &5 & 2 & 76.961 & 77.472 & 12.672 
5 &5 & 3 & 73.590 & 76.616 & 12.429 
5 &5 & 4 & 74.835 & 76.884& 12.479 
5 &5 & 5 & 73.714 & 76.664 & 12.400 
5 &4 & 5 & 72.664 & 76.615 & 12.341 
5 &3 & 5 & 75.555 & 76.944 & 12.493 
