N & Nw & Nr & real time & user time & system time
5 &5 & 1 & 79.555 & 77.632 & 12.824 
5 &5 & 2 & 76.724 & 77.372 & 12.699 
5 &5 & 3 & 76.995 & 77.360 & 12.757 
5 &5 & 4 & 72.198 & 76.500 & 12.335 
5 &5 & 5 & 71.945 & 76.370 & 12.253 
5 &4 & 5 & 72.065 & 76.484 & 12.306 
5 &3 & 5 & 72.637 & 76.559 & 12.358 
